dataset,num_classes,num_train_samples,num_test_samples,vae_best_acc,vae_best_f1,classifier_best_acc,classifier_best_f1,mean_trust_step_0,vae_augmented_step_0_best_acc,vae_augmented_step_0_best_f1,classifier_augmented_step_0_best_acc,classifier_augmented_step_0_best_f1,mean_trust_step_1,vae_augmented_step_1_best_acc,vae_augmented_step_1_best_f1,classifier_augmented_step_1_best_acc,classifier_augmented_step_1_best_f1,mean_trust_step_2,vae_augmented_step_2_best_acc,vae_augmented_step_2_best_f1,classifier_augmented_step_2_best_acc,classifier_augmented_step_2_best_f1,mean_trust_step_3,vae_augmented_step_3_best_acc,vae_augmented_step_3_best_f1,classifier_augmented_step_3_best_acc,classifier_augmented_step_3_best_f1,mean_trust_step_4,vae_augmented_step_4_best_acc,vae_augmented_step_4_best_f1,classifier_augmented_step_4_best_acc,classifier_augmented_step_4_best_f1,mean_trust_step_5,vae_augmented_step_5_best_acc,vae_augmented_step_5_best_f1,classifier_augmented_step_5_best_acc,classifier_augmented_step_5_best_f1,execution_time
UWaveGestureLibraryZ,8,896,3582,0.6962590217590332,0.6839292312840607,0.6792294807370184,0.6694016910485157,0.13775,0.7012841701507568,0.6919971118144788,0.6912339475153545,0.6869979703519267,0.13125001,0.6923506259918213,0.6884524331432853,0.6959798994974874,0.6829914470431449,0.13537501,0.6823003888130188,0.6757501050604937,0.690675600223339,0.6778195296098474,0.134875,0.6862087845802307,0.6616989644665432,0.6870463428252372,0.6717323249370302,0.13174999,0.6828587055206299,0.6611414079869219,0.6901172529313233,0.6834451343828453,0.13299999,0.6708542704582214,0.6508731257106384,0.6823003908431045,0.6689623786399673,2168.9502506256104
MedicalImages,10,381,760,0.7434210777282715,0.6968216987392939,0.7447368421052631,0.7400171388247501,0.10899999,0.7486842274665833,0.6776230508822408,0.7526315789473684,0.7425193464593617,0.10699999,0.7421053051948547,0.6693297137706085,0.7447368421052631,0.7287355621032933,0.1104,0.7289474010467529,0.6510423759285823,0.7447368421052631,0.7463393131974635,0.10360001,0.7486842274665833,0.6934712539963364,0.7328947368421053,0.7238671877064976,0.10569999,0.7381579279899597,0.6453925147506879,0.7407894736842106,0.7348066869890197,0.10660001,0.7434210777282715,0.6664410611360382,0.7486842105263158,0.7380819080090129,857.8980348110199
SmallKitchenAppliances,3,375,375,0.5706666707992554,0.5523898050213506,0.7253333333333334,0.7283642387728468,0.33766666,0.5413333177566528,0.43309178743961346,0.696,0.6922451416337286,0.3396667,0.5493333339691162,0.552557206047198,0.7146666666666667,0.7128921609565532,0.33733332,0.5519999861717224,0.5430491344944303,0.7146666666666667,0.7072820909938715,0.34166667,0.5519999861717224,0.5118789695197057,0.7253333333333334,0.7267276309430877,0.33799997,0.5519999861717224,0.4810378932317089,0.6773333333333333,0.6733656853319188,0.334,0.5413333177566528,0.5344659047636365,0.6986666666666667,0.6949034006469098,1029.5994532108307
ECGFiveDays,2,23,861,0.9616724252700806,0.9616623376623377,0.7770034843205574,0.7743459246226206,0.551,0.9872241616249084,0.9872216757940411,0.7921022067363531,0.7920180286148273,0.51850003,0.9605110287666321,0.9604597763250311,0.8176538908246226,0.8172707346194098,0.5585,0.9616724252700806,0.9616557152053247,0.8722415795586528,0.8719003658833895,0.52750003,0.9547038078308105,0.9546950323606912,0.8385598141695703,0.8385088328518533,0.547,0.9523809552192688,0.9522880154404043,0.7828106852497096,0.7823543144829913,0.5455,0.9605110287666321,0.9605109804133167,0.8234610917537747,0.8224658273992748,130.62849354743958
MiddlePhalanxOutlineAgeGroup,3,400,154,0.6233766078948975,0.5006936702588877,0.6428571428571429,0.5639319079531638,0.34433332,0.6168830990791321,0.46783873001743265,0.6558441558441559,0.6019410551025987,0.33766666,0.6168830990791321,0.5193031259473243,0.6428571428571429,0.5769345045660835,0.34966668,0.6168830990791321,0.4362582755421365,0.6493506493506493,0.5661556488624158,0.34433332,0.6688311696052551,0.5540598290598291,0.6493506493506493,0.5796068577886759,0.35500002,0.649350643157959,0.4802086738585594,0.6493506493506493,0.574047895733919,0.346,0.6103895902633667,0.45719892533026285,0.6493506493506493,0.5663723854615932,749.8276543617249
UWaveGestureLibraryX,8,896,3582,0.7560021877288818,0.7392575459605021,0.7663316582914573,0.7482850659269268,0.135875,0.7632607221603394,0.7554529079719768,0.7716359575656058,0.7518885893546469,0.141,0.7473478317260742,0.7359614790199287,0.7666108319374652,0.7471468527568734,0.1355,0.7504187226295471,0.7329270822828143,0.7646566164154104,0.7504992397201221,0.127125,0.7420434951782227,0.7252818908181089,0.7696817420435511,0.7612625754955712,0.135125,0.7417643666267395,0.7249276821308507,0.7671691792294807,0.7619431819667885,0.12975,0.7400892972946167,0.7227978017485357,0.7629815745393634,0.7542738414614025,2362.7738313674927
ToeSegmentation2,2,36,130,0.8230769038200378,0.5247178508981084,0.8769230769230769,0.8597069597069597,0.54999995,0.8384615182876587,0.7272999700329638,0.8692307692307693,0.8530173498783364,0.537,0.8307692408561707,0.7189465408805031,0.8846153846153846,0.8792362925896309,0.574,0.8461538553237915,0.7045454545454546,0.8846153846153846,0.8792362925896309,0.52699995,0.8153846263885498,0.4491525423728814,0.8692307692307693,0.8568047337278106,0.531,0.8153846263885498,0.4491525423728814,0.8769230769230769,0.8769230769230769,0.532,0.8153846263885498,0.4491525423728814,0.8769230769230769,0.863500747711274,117.18150401115417
UWaveGestureLibraryAll,8,896,3582,0.9483528137207031,0.9480916644919537,0.9352317141261864,0.934948795178848,0.15274999,0.9455611109733582,0.9455508710011233,0.9279731993299832,0.9276398535264462,0.14750001,0.9383025765419006,0.9381508156939012,0.9285315466219989,0.9280946235151513,0.14299999,0.9349524974822998,0.9345434246261355,0.9221105527638191,0.921775405708638,0.13725,0.9240647554397583,0.9240218157516207,0.9126186487995533,0.9121187306519906,0.13825,0.8615298271179199,0.8568156315989492,0.9240647682858738,0.9235352618171225,0.1375,0.931323230266571,0.9313625920024159,0.9156895589056393,0.9157543647166507,3357.3354625701904
Strawberry,2,613,370,0.978378415107727,0.9763646235906608,0.9783783783783784,0.9783783783783784,0.51199996,0.9810811281204224,0.9792099792099793,0.9837837837837838,0.9837558149672876,0.4995,0.9756757020950317,0.9736323253438488,0.9756756756756757,0.9756120529139032,0.4885,0.9729729890823364,0.9703525641025641,0.9783783783783784,0.9783410866230502,0.52750003,0.9810811281204224,0.9795578497067854,0.9837837837837838,0.9837558149672876,0.519,0.9837837815284729,0.9822734676929956,0.981081081081081,0.9810315967108135,0.52349997,0.9810811281204224,0.9794918086007713,0.9837837837837838,0.9838360875421337,3019.427775621414
InsectEPGRegularTrain,3,62,249,0.9999999403953552,1.0,1.0,1.0,0.342,0.9999999403953552,1.0,1.0,1.0,0.331,0.9999999403953552,1.0,1.0,1.0,0.33533332,0.9999999403953552,1.0,1.0,1.0,0.335,0.8554216623306274,0.8713753106876553,1.0,1.0,0.331,0.6425702571868896,0.5753846153846154,1.0,1.0,0.332,0.6425702571868896,0.5753846153846154,1.0,1.0,120.96010422706604
"Found array with 1 sample(s) (shape=(1, 50)) while a minimum of 2 is required by GaussianMixture."
Beef,5,30,30,0.9000000357627869,0.8956643356643357,0.8,0.7987012987012986,0.22120002,0.9000000357627869,0.8997668997668999,0.8,0.8011188811188812,0.22459999,0.9333333969116211,0.9328671328671329,0.8333333333333334,0.8272394272394272,0.24919999,0.9333333969116211,0.935064935064935,0.7666666666666667,0.761118881118881,0.24919999,0.9000000357627869,0.8997668997668999,0.7,0.6851515151515152,0.223,0.9333333969116211,0.9328671328671329,0.7,0.6908938120702826,0.2308,0.9333333969116211,0.9328671328671329,0.7333333333333333,0.7237012987012986,106.86888837814331
SemgHandMovementCh2,6,450,450,0.5133333206176758,0.47480319548510025,0.4311111111111111,0.3908584603601836,0.17166667,0.4866666793823242,0.47577917075617,0.38666666666666666,0.36005633750917543,0.16900001,0.36888888478279114,0.29246910053285796,0.3711111111111111,0.33962586411297224,0.171,0.5333333611488342,0.5131746852222144,0.38666666666666666,0.3543862442322069,0.16666667,0.47333335876464844,0.4289477286455781,0.3622222222222222,0.3003969126805531,0.16383334,0.35555556416511536,0.2628812041750786,0.38222222222222224,0.36279577487826276,0.16583332,0.47111111879348755,0.4350729397856872,0.35777777777777775,0.3166857695741115,1120.835281610489
AllGestureWiimoteX,10,300,700,0.22714285552501678,0.21974639582383632,0.4085714285714286,0.39891939138092525,0.13,0.1899999976158142,0.1522229168938995,0.37857142857142856,0.3123784838948737,0.1181,0.18571428954601288,0.18994657253525796,0.3871428571428571,0.34697071957654274,0.1273,0.2085714191198349,0.1987582200262917,0.38142857142857145,0.37325427920687754,0.1178,0.19571428000926971,0.19490743643607739,0.35428571428571426,0.3247510029142723,0.12449999,0.17714285850524902,0.17280646561738305,0.3657142857142857,0.3389912528306555,0.10779999,0.2028571367263794,0.18882691174789487,0.36,0.3071005741443609,526.3897769451141
GunPoint,2,50,150,0.9600000381469727,0.96,0.9866666666666667,0.9866666666666667,0.58500004,0.9533333778381348,0.9533146591970121,1.0,1.0,0.5225,0.9533333778381348,0.9533312591670741,0.9866666666666667,0.9866666666666667,0.513,0.9466667175292969,0.9466571834992887,0.98,0.9799973322662398,0.506,0.9466667175292969,0.9466666666666667,0.9666666666666667,0.9666681482139946,0.5165,0.9466667175292969,0.9466287137520014,0.9866666666666667,0.9866666666666667,0.5195,0.9466667175292969,0.9466666666666667,0.9866666666666667,0.9866666666666667,187.0167419910431
Ham,2,109,105,0.761904776096344,0.7618183467924871,0.6666666666666666,0.6665455536379327,0.572,0.7428571581840515,0.7428571428571429,0.6761904761904762,0.6735771931663348,0.5425,0.7714285850524902,0.767870302137067,0.6952380952380952,0.6949610389610389,0.549,0.7333333492279053,0.7327272727272727,0.6857142857142857,0.683700555737169,0.5575,0.7523809671401978,0.7518181818181818,0.6761904761904762,0.6741253644314869,0.548,0.7809523940086365,0.7789473684210526,0.6857142857142857,0.6841698841698842,0.52900004,0.7428571581840515,0.7424834226541921,0.6761904761904762,0.6741253644314869,272.8455619812012
Rock,4,20,50,0.8199999928474426,0.7901880096647539,0.54,0.4229830508474576,0.27475,0.85999995470047,0.786048454469507,0.52,0.3656497175141243,0.26725,0.6800000071525574,0.5979166666666667,0.7,0.6950278058645095,0.27025,0.6800000071525574,0.5809523809523809,0.8,0.7968559249786871,0.27925,0.699999988079071,0.6166666666666667,0.52,0.3992490421455939,0.2595,0.699999988079071,0.6119763694951665,0.74,0.735341199720995,0.28100002,0.6399999856948853,0.534438775510204,0.6,0.5213323531814098,94.76873970031738
"Found array with 1 sample(s) (shape=(1, 50)) while a minimum of 2 is required by GaussianMixture."
RefrigerationDevices,3,375,375,0.3973333239555359,0.37760580293331386,0.576,0.5708188405797102,0.35,0.3893333375453949,0.3487747468827405,0.568,0.5512685007062524,0.33400002,0.4026666581630707,0.38579857055799205,0.576,0.5553557561638517,0.3446667,0.4026666581630707,0.36370606525618304,0.5733333333333334,0.561406712447186,0.35500002,0.42933332920074463,0.4132728902770548,0.5973333333333334,0.5711691086691086,0.3543333,0.40533334016799927,0.4047901066665913,0.5893333333333334,0.5748910675381262,0.332,0.3946666717529297,0.3948480320033357,0.592,0.5710381721583474,933.2210757732391
ECG200,2,100,100,0.9300000071525574,0.9253333333333333,0.86,0.8607807807807808,0.54,0.9199999570846558,0.910873440285205,0.86,0.8623333333333334,0.529,0.9199999570846558,0.9095431931252826,0.86,0.8580035650623885,0.5015,0.9199999570846558,0.9131944444444444,0.88,0.8792087912087913,0.5245,0.9199999570846558,0.910873440285205,0.86,0.8590769230769232,0.51100004,0.9300000071525574,0.9244957394024377,0.9,0.9013871374527114,0.546,0.9199999570846558,0.910873440285205,0.89,0.887963191560992,304.75477266311646
TwoPatterns,4,1000,4000,0.8850000500679016,0.8849672644307764,0.901,0.9009952757079728,0.29125,0.8367500305175781,0.8364412974169525,0.90325,0.9033390328151082,0.276,0.8035000562667847,0.8026778877456582,0.899,0.8988284162575293,0.26875,0.7847500443458557,0.7843248474319463,0.89525,0.8951194560527165,0.26450002,0.7897500395774841,0.7891813555711287,0.902,0.9016046514296078,0.28149998,0.7607500553131104,0.7599371689289762,0.9005,0.9007963268947399,0.28275,0.7490000128746033,0.7468679459537889,0.89425,0.8943951552641465,1972.2689666748047
TwoLeadECG,2,23,1139,0.9157155752182007,0.9157149552305074,0.8323090430201932,0.8322314529202215,0.537,0.9446883201599121,0.9446499246772461,0.8797190517998245,0.8797188663695121,0.536,0.9297629594802856,0.9297537990921649,0.8560140474100087,0.8552361140811255,0.546,0.9350307583808899,0.9350086361112825,0.8832309043020193,0.8830359893774329,0.5455,0.9262511134147644,0.9260247790238079,0.8656716417910447,0.8642019182324187,0.5255,0.9332748055458069,0.9331964809384163,0.9043020193151887,0.9040824412058382,0.495,0.9394205808639526,0.9393127657783643,0.8937664618086041,0.8937630224652031,149.46508526802063
InsectWingbeatSound,11,220,1980,0.6121212244033813,0.6089186416391491,0.5353535353535354,0.5254276504262931,0.11618183,0.6151515245437622,0.5924627564111486,0.5383838383838384,0.5210537849340933,0.11272728,0.6141414642333984,0.6006855428225634,0.5393939393939394,0.5294975653153409,0.11472726,0.6000000238418579,0.5954378516773091,0.5398989898989899,0.525269214748823,0.11590908,0.620707094669342,0.6198937891072182,0.5242424242424243,0.5093872372679386,0.112090915,0.6191919445991516,0.6220117950583837,0.5292929292929293,0.5264266461169225,0.11981819,0.6151515245437622,0.6061165857709601,0.5191919191919192,0.514191087862956,517.7246162891388
AllGestureWiimoteZ,10,300,700,0.20000000298023224,0.1958527248343102,0.3314285714285714,0.3099276234426781,0.11080001,0.1842857152223587,0.18272057784232454,0.32142857142857145,0.32364309700214394,0.1255,0.17714285850524902,0.16012825294391722,0.2885714285714286,0.24125491726427295,0.129,0.19571428000926971,0.19413198361075945,0.2885714285714286,0.285120672929268,0.1276,0.20714285969734192,0.19354417749033434,0.2814285714285714,0.26594405469196986,0.11920001,0.19142857193946838,0.1936238291268526,0.2742857142857143,0.26868658681365093,0.124400005,0.1899999976158142,0.1806360352002883,0.27,0.25147926240871354,457.9990291595459
